Employee_ID,Gender,Age,Department,Role_Level,Location,Education,Hire_Date,Offer_Acceptance_Date,Source_of_Hire,Expected_Salary,Offered_Salary,Manager_Experience_Years,Work_Mode,Laptop_Day1,Buddy_Assigned,Training_Hours_First_Month,Role_Clarity_Score,Onboarding_Satisfaction_Score,Manager_First_Meeting_Days,First_Project_Assigned_Days,Employment_Status,Tenure_Months,Early_Attrition,Exit_Reason_Category,Exit_Reason_Detail,Column1
EMP0579,Male,28,Sales,Entry,Bangalore,Postgraduate,19-01-2024,24-12-2023,Campus,636423,606822,15,Onsite,Yes,Yes,17,2,3,2,45,Active,29,No,NA,NA,
EMP0580,Male,23,Finance,Entry,Delhi,Postgraduate,28-06-2023,18-06-2023,Referral,534675,511406,14,Onsite,Yes,Yes,39,1,4,7,43,Resigned,13,No,Compensation,Low Increment,
EMP0581,Male,28,Operations,Mid,Hyderabad,Postgraduate,13-01-2024,30-12-2023,Campus,437871,461909,15,Remote,Yes,Yes,15,1,1,6,5,Active,14,No,NA,NA,
EMP0582,Female,38,HR,Senior,Pune,Postgraduate,30-05-2023,01-05-2023,Job Portal,868031,917804,9,Remote,Yes,Yes,10,5,1,0,10,Active,22,No,NA,NA,
EMP0583,Female,39,Finance,Entry,Delhi,Graduate,10-02-2024,31-01-2024,Referral,681141,663829,13,Remote,Yes,No,31,2,2,2,37,Active,19,No,NA,NA,
EMP0584,Male,26,IT,Entry,Bangalore,Postgraduate,02-02-2022,25-01-2022,Job Portal,881761,872315,11,Onsite,Yes,Yes,29,5,3,3,15,Active,33,No,NA,NA,
EMP0585,Female,29,Finance,Mid,Hyderabad,Postgraduate,14-07-2022,16-06-2022,Referral,576300,620937,11,Hybrid,No,No,12,4,1,9,21,Active,17,No,NA,NA,
EMP0586,Female,35,Finance,Entry,Mumbai,Postgraduate,24-05-2022,01-05-2022,Campus,489973,507061,13,Remote,No,Yes,22,1,4,8,9,Resigned,24,No,Personal,Relocation,
EMP0587,Female,31,IT,Entry,Pune,Postgraduate,29-12-2022,10-12-2022,Campus,586243,553194,1,Remote,No,Yes,21,1,3,0,39,Resigned,12,No,Personal,Higher Studies,
EMP0588,Female,30,Sales,Mid,Pune,Graduate,26-07-2022,18-07-2022,Agency,633964,670044,1,Hybrid,Yes,No,8,1,5,1,27,Resigned,22,No,Personal,Relocation,
EMP0589,Female,30,Operations,Mid,Pune,Graduate,23-10-2022,24-09-2022,Referral,821727,777543,9,Remote,No,No,6,2,3,8,29,Resigned,18,No,Work Culture,Team Conflict,
EMP0590,Male,33,IT,Senior,Delhi,Postgraduate,19-03-2024,27-02-2024,Referral,543797,499136,13,Hybrid,No,Yes,25,4,4,2,32,Resigned,24,No,Compensation,Better Offer,
EMP0591,Male,27,IT,Entry,Mumbai,Postgraduate,30-12-2022,10-12-2022,Agency,400942,437054,10,Onsite,Yes,Yes,25,4,5,8,28,Resigned,1,Yes,Work Culture,Toxic Culture,
EMP0592,Male,37,IT,Mid,Hyderabad,Postgraduate,02-05-2022,23-04-2022,Campus,854984,846567,12,Onsite,Yes,Yes,26,4,3,4,33,Active,18,No,NA,NA,
EMP0593,Male,31,Sales,Senior,Bangalore,Graduate,21-10-2022,05-10-2022,Campus,608702,625464,9,Remote,No,Yes,34,1,1,0,33,Resigned,16,No,Role Mismatch,Job Different From Discussion,
EMP0594,Female,31,Operations,Senior,Mumbai,Postgraduate,11-06-2023,20-05-2023,Job Portal,781111,828414,4,Remote,Yes,No,17,5,2,7,30,Active,25,No,NA,NA,
EMP0595,Male,37,Sales,Mid,Pune,Postgraduate,05-04-2024,28-03-2024,Referral,544935,542288,2,Onsite,Yes,Yes,15,4,5,1,33,Active,11,No,NA,NA,
EMP0596,Female,39,Operations,Senior,Bangalore,Postgraduate,25-11-2023,03-11-2023,Referral,877629,875863,6,Hybrid,Yes,No,23,4,1,0,22,Active,34,No,NA,NA,
EMP0597,Female,32,HR,Entry,Pune,Graduate,11-01-2023,20-12-2022,Referral,562051,513465,9,Onsite,Yes,Yes,14,2,4,1,24,Active,29,No,NA,NA,
EMP0598,Female,40,IT,Senior,Bangalore,Graduate,26-10-2022,09-10-2022,Referral,399000,412412,9,Onsite,No,Yes,7,3,5,6,41,Resigned,4,Yes,Manager Issues,Micromanagement,
EMP0599,Female,39,Finance,Mid,Pune,Graduate,07-11-2022,13-10-2022,Agency,610237,657848,4,Hybrid,No,Yes,35,5,5,1,8,Resigned,13,No,Career Growth,Lack of Learning,
EMP0600,Male,29,Operations,Mid,Mumbai,Graduate,14-01-2024,09-01-2024,Agency,843574,876536,4,Onsite,Yes,No,40,2,3,1,27,Resigned,16,No,Career Growth,Lack of Learning,
EMP0601,Male,29,HR,Senior,Mumbai,Postgraduate,17-04-2022,05-04-2022,Agency,781505,826908,14,Remote,No,Yes,10,1,1,0,33,Resigned,19,No,Manager Issues,Poor Manager Behavior,
EMP0602,Female,39,Finance,Senior,Pune,Graduate,17-09-2023,23-08-2023,Campus,558551,588888,3,Hybrid,Yes,No,29,1,1,4,32,Resigned,13,No,Work Culture,Team Conflict,
EMP0603,Male,30,Operations,Mid,Delhi,Graduate,12-07-2023,17-06-2023,Campus,367085,355970,14,Remote,No,Yes,22,3,5,4,28,Resigned,2,Yes,Compensation,Better Offer,
EMP0604,Female,33,IT,Entry,Pune,Graduate,02-11-2022,14-10-2022,Referral,654004,630515,12,Remote,Yes,No,26,2,5,1,12,Resigned,18,No,Personal,Health Issues,
EMP0605,Female,38,IT,Mid,Mumbai,Graduate,10-09-2023,02-09-2023,Campus,807896,800369,3,Onsite,Yes,Yes,32,1,3,9,32,Resigned,2,Yes,Work Culture,Team Conflict,
EMP0606,Female,39,HR,Senior,Delhi,Graduate,10-11-2022,04-11-2022,Job Portal,351189,365912,4,Onsite,No,No,14,5,3,1,9,Active,20,No,NA,NA,
EMP0607,Female,30,Finance,Mid,Delhi,Graduate,19-03-2023,13-03-2023,Campus,594544,581698,14,Hybrid,Yes,Yes,39,5,3,9,25,Resigned,1,Yes,Role Mismatch,No Role Clarity,
EMP0608,Male,36,HR,Entry,Pune,Postgraduate,10-07-2022,11-06-2022,Referral,529451,510641,4,Onsite,Yes,Yes,30,2,2,3,45,Active,16,No,NA,NA,
EMP0609,Female,40,Finance,Mid,Hyderabad,Postgraduate,25-04-2023,29-03-2023,Job Portal,669922,711104,11,Hybrid,No,Yes,38,3,5,0,14,Active,13,No,NA,NA,
EMP0610,Male,25,Operations,Entry,Delhi,Graduate,26-11-2022,02-11-2022,Campus,822411,794750,4,Remote,Yes,Yes,15,2,4,10,9,Active,20,No,NA,NA,
EMP0611,Female,31,Finance,Mid,Hyderabad,Postgraduate,26-04-2023,16-04-2023,Referral,510559,535906,13,Hybrid,No,Yes,9,5,2,2,43,Resigned,5,Yes,Role Mismatch,Job Different From Discussion,
EMP0612,Female,24,Operations,Mid,Hyderabad,Graduate,01-04-2022,04-03-2022,Campus,746081,711525,14,Hybrid,No,Yes,27,1,1,0,40,Active,11,No,NA,NA,
EMP0613,Male,36,IT,Mid,Hyderabad,Graduate,15-01-2022,01-01-2022,Job Portal,394090,391607,5,Hybrid,Yes,Yes,35,3,4,6,24,Active,16,No,NA,NA,
EMP0614,Male,31,Finance,Mid,Pune,Postgraduate,04-03-2024,09-02-2024,Job Portal,841400,822023,3,Onsite,Yes,Yes,6,3,4,6,15,Resigned,17,No,Role Mismatch,Job Different From Discussion,
EMP0615,Male,38,HR,Mid,Pune,Graduate,20-03-2024,19-02-2024,Job Portal,661696,677636,1,Remote,Yes,Yes,12,5,4,5,42,Active,13,No,NA,NA,
EMP0616,Male,38,Operations,Entry,Mumbai,Graduate,26-05-2024,01-05-2024,Job Portal,531947,531480,4,Hybrid,No,Yes,21,5,5,0,34,Active,20,No,NA,NA,
EMP0617,Male,39,IT,Mid,Mumbai,Graduate,14-06-2022,29-05-2022,Agency,736504,783102,8,Hybrid,No,Yes,26,4,4,1,8,Resigned,4,Yes,Work Culture,Team Conflict,
EMP0618,Male,34,Finance,Senior,Hyderabad,Postgraduate,21-11-2023,13-11-2023,Job Portal,415957,444553,11,Onsite,Yes,No,23,5,4,1,42,Resigned,4,Yes,Manager Issues,Micromanagement,
EMP0619,Male,26,Finance,Entry,Bangalore,Graduate,12-01-2024,01-01-2024,Referral,492415,529386,14,Hybrid,Yes,Yes,5,2,4,4,20,Active,18,No,NA,NA,
EMP0620,Female,27,Sales,Senior,Bangalore,Graduate,02-06-2024,25-05-2024,Agency,602530,570485,3,Onsite,Yes,Yes,5,2,3,10,23,Active,6,No,NA,NA,
EMP0621,Female,23,Finance,Entry,Hyderabad,Postgraduate,25-06-2023,02-06-2023,Campus,885976,890219,12,Onsite,Yes,No,24,3,1,8,9,Resigned,2,Yes,Career Growth,Lack of Learning,
EMP0622,Female,37,HR,Entry,Pune,Postgraduate,19-05-2022,06-05-2022,Agency,542330,495800,4,Remote,No,No,8,2,2,2,30,Resigned,24,No,Manager Issues,Poor Manager Behavior,
EMP0623,Male,27,Finance,Senior,Hyderabad,Graduate,28-07-2022,21-07-2022,Job Portal,706639,707067,14,Hybrid,No,No,15,2,4,7,10,Active,24,No,NA,NA,
EMP0624,Male,28,IT,Mid,Bangalore,Graduate,16-11-2022,02-11-2022,Referral,798948,835562,2,Onsite,Yes,Yes,17,4,1,1,28,Active,7,No,NA,NA,
EMP0625,Male,29,Sales,Entry,Bangalore,Graduate,09-09-2023,27-08-2023,Referral,896236,916793,6,Remote,No,No,32,2,4,3,11,Active,8,No,NA,NA,
EMP0626,Male,39,Finance,Entry,Pune,Graduate,13-08-2023,23-07-2023,Referral,640215,654377,6,Hybrid,No,Yes,26,2,2,9,38,Active,19,No,NA,NA,
EMP0627,Male,38,Sales,Mid,Hyderabad,Graduate,28-10-2023,05-10-2023,Campus,503160,522021,11,Onsite,Yes,No,27,4,3,9,44,Active,12,No,NA,NA,
EMP0628,Female,29,HR,Senior,Delhi,Graduate,07-02-2024,25-01-2024,Agency,856072,893366,7,Hybrid,Yes,Yes,27,4,1,8,9,Active,34,No,NA,NA,
EMP0629,Female,39,Sales,Entry,Hyderabad,Graduate,20-05-2024,14-05-2024,Job Portal,375873,383317,14,Remote,No,No,23,5,5,7,26,Resigned,3,Yes,Compensation,Better Offer,
EMP0630,Male,40,Operations,Entry,Bangalore,Postgraduate,13-06-2023,04-06-2023,Campus,591101,616121,8,Remote,Yes,No,14,4,5,1,32,Resigned,22,No,Career Growth,Lack of Learning,
EMP0631,Male,24,Finance,Entry,Pune,Postgraduate,22-02-2024,11-02-2024,Agency,482049,500159,3,Remote,No,No,14,3,3,2,19,Active,24,No,NA,NA,
EMP0632,Female,23,Finance,Mid,Delhi,Postgraduate,12-01-2024,03-01-2024,Campus,523134,498567,6,Hybrid,No,Yes,8,2,1,10,34,Active,13,No,NA,NA,
EMP0633,Male,36,Sales,Mid,Bangalore,Postgraduate,12-10-2022,27-09-2022,Agency,895059,922003,8,Hybrid,No,Yes,29,2,2,6,11,Active,25,No,NA,NA,
EMP0634,Male,26,Sales,Senior,Bangalore,Graduate,08-06-2024,21-05-2024,Agency,899215,909512,7,Hybrid,No,No,5,4,2,9,36,Active,32,No,NA,NA,
EMP0635,Female,24,Finance,Entry,Mumbai,Graduate,19-06-2024,20-05-2024,Job Portal,774817,777029,10,Hybrid,Yes,Yes,13,1,4,9,35,Resigned,18,No,Compensation,Salary Mismatch,
EMP0636,Female,24,IT,Mid,Bangalore,Graduate,14-01-2023,05-01-2023,Campus,570372,560049,5,Remote,Yes,No,31,2,5,6,14,Active,32,No,NA,NA,
EMP0637,Male,25,IT,Mid,Mumbai,Graduate,14-03-2023,02-03-2023,Agency,434525,475550,12,Onsite,Yes,No,17,2,5,5,25,Active,22,No,NA,NA,
EMP0638,Male,39,Finance,Senior,Delhi,Graduate,16-03-2023,17-02-2023,Referral,648161,651069,4,Hybrid,No,Yes,13,2,5,9,28,Resigned,24,No,Role Mismatch,No Role Clarity,
EMP0639,Male,35,Finance,Entry,Bangalore,Postgraduate,26-08-2023,01-08-2023,Agency,692902,659378,8,Hybrid,No,Yes,12,3,5,4,29,Resigned,23,No,Compensation,Low Increment,
EMP0640,Female,26,Sales,Mid,Bangalore,Graduate,17-01-2023,04-01-2023,Campus,817833,776674,1,Remote,No,Yes,29,1,4,1,40,Active,26,No,NA,NA,
EMP0641,Female,33,Sales,Senior,Delhi,Graduate,24-05-2024,27-04-2024,Referral,534760,557785,7,Onsite,No,Yes,18,2,5,7,19,Resigned,10,No,Career Growth,No Growth Opportunity,
EMP0642,Male,30,Sales,Senior,Mumbai,Postgraduate,17-05-2022,30-04-2022,Job Portal,759299,782753,10,Hybrid,Yes,Yes,23,5,3,9,8,Active,25,No,NA,NA,
EMP0643,Female,38,Operations,Mid,Hyderabad,Postgraduate,30-10-2022,11-10-2022,Campus,703695,717031,10,Hybrid,Yes,Yes,19,4,3,1,37,Resigned,22,No,Career Growth,No Growth Opportunity,
EMP0644,Female,36,Sales,Senior,Pune,Postgraduate,28-01-2023,30-12-2022,Job Portal,373453,421966,11,Hybrid,No,Yes,18,4,2,5,28,Active,34,No,NA,NA,
EMP0645,Female,37,Sales,Entry,Pune,Postgraduate,18-06-2023,19-05-2023,Job Portal,868451,881929,8,Hybrid,No,No,38,5,4,0,5,Resigned,24,No,Role Mismatch,Job Different From Discussion,
EMP0646,Female,32,Sales,Mid,Bangalore,Graduate,24-10-2022,05-10-2022,Campus,830883,847777,2,Hybrid,Yes,No,36,2,3,1,43,Active,7,No,NA,NA,
EMP0647,Female,29,Sales,Mid,Mumbai,Postgraduate,23-05-2023,18-05-2023,Referral,586199,628578,11,Onsite,No,Yes,31,5,4,4,33,Active,27,No,NA,NA,
EMP0648,Male,35,Finance,Senior,Hyderabad,Postgraduate,28-02-2022,01-02-2022,Agency,896492,938403,15,Hybrid,Yes,No,15,3,3,2,37,Active,28,No,NA,NA,
EMP0649,Female,28,Sales,Mid,Mumbai,Postgraduate,13-03-2023,16-02-2023,Referral,417079,465192,7,Remote,Yes,No,17,1,5,5,28,Active,13,No,NA,NA,
EMP0650,Female,40,Finance,Mid,Pune,Postgraduate,06-03-2023,21-02-2023,Job Portal,653576,644664,1,Remote,No,No,15,5,1,3,43,Active,25,No,NA,NA,
EMP0651,Male,24,Sales,Senior,Bangalore,Postgraduate,18-04-2024,30-03-2024,Campus,765007,787181,1,Onsite,Yes,Yes,17,5,2,5,12,Resigned,15,No,Compensation,Salary Mismatch,
EMP0652,Female,39,Operations,Entry,Delhi,Postgraduate,20-08-2023,02-08-2023,Job Portal,680475,659888,5,Onsite,No,Yes,37,4,2,1,6,Active,7,No,NA,NA,
EMP0653,Male,40,Operations,Senior,Delhi,Postgraduate,23-09-2023,09-09-2023,Job Portal,606226,644973,4,Remote,Yes,No,9,4,5,6,15,Active,24,No,NA,NA,
EMP0654,Female,24,HR,Senior,Pune,Graduate,09-02-2023,16-01-2023,Campus,589418,565034,9,Onsite,No,No,33,2,4,9,7,Active,23,No,NA,NA,
EMP0655,Male,36,IT,Entry,Hyderabad,Postgraduate,02-09-2023,16-08-2023,Agency,870898,853856,12,Hybrid,No,No,15,3,1,10,5,Active,11,No,NA,NA,
EMP0656,Female,31,IT,Entry,Mumbai,Graduate,28-07-2022,17-07-2022,Campus,377783,345653,3,Remote,No,Yes,19,3,5,10,31,Resigned,18,No,Work Culture,Team Conflict,
EMP0657,Female,40,Operations,Mid,Pune,Postgraduate,17-12-2022,19-11-2022,Agency,570241,565152,10,Onsite,Yes,No,12,1,1,4,42,Active,32,No,NA,NA,
EMP0658,Male,30,Finance,Senior,Bangalore,Graduate,08-05-2022,17-04-2022,Campus,888230,876499,8,Hybrid,Yes,No,29,5,3,1,21,Active,15,No,NA,NA,
EMP0659,Female,32,IT,Mid,Hyderabad,Postgraduate,07-03-2022,20-02-2022,Referral,550197,539642,5,Remote,Yes,No,28,4,1,6,8,Active,32,No,NA,NA,
EMP0660,Female,30,Finance,Entry,Delhi,Postgraduate,26-10-2023,17-10-2023,Referral,651470,687306,15,Remote,Yes,No,7,4,5,1,11,Active,28,No,NA,NA,
EMP0661,Male,34,HR,Senior,Delhi,Graduate,04-03-2024,07-02-2024,Referral,399086,362185,3,Onsite,No,Yes,11,5,4,9,15,Active,8,No,NA,NA,
EMP0662,Female,32,Sales,Senior,Pune,Graduate,03-11-2022,25-10-2022,Agency,673797,663984,6,Remote,Yes,No,27,2,3,7,32,Active,16,No,NA,NA,
EMP0663,Male,36,Operations,Senior,Hyderabad,Postgraduate,15-02-2022,23-01-2022,Agency,826598,875431,2,Onsite,No,No,29,4,4,2,21,Active,36,No,NA,NA,
EMP0664,Male,24,HR,Entry,Hyderabad,Postgraduate,04-02-2022,12-01-2022,Job Portal,822754,853607,6,Remote,Yes,Yes,29,3,1,7,6,Resigned,8,No,Manager Issues,Poor Manager Behavior,
EMP0665,Male,22,Sales,Senior,Pune,Postgraduate,04-04-2024,07-03-2024,Referral,627749,590676,14,Onsite,Yes,Yes,37,5,3,0,41,Resigned,19,No,Career Growth,Lack of Learning,
EMP0666,Male,39,IT,Entry,Delhi,Graduate,12-09-2023,24-08-2023,Job Portal,484350,505522,8,Onsite,Yes,Yes,11,3,4,0,10,Resigned,10,No,Manager Issues,Lack of Feedback,
EMP0667,Female,39,Operations,Senior,Pune,Postgraduate,10-12-2023,19-11-2023,Job Portal,726626,735103,4,Onsite,No,No,24,3,5,10,39,Resigned,17,No,Role Mismatch,No Role Clarity,
EMP0668,Female,23,Operations,Mid,Pune,Postgraduate,28-06-2023,04-06-2023,Campus,394466,403961,7,Hybrid,Yes,Yes,38,5,2,9,40,Resigned,17,No,Role Mismatch,Job Different From Discussion,
EMP0669,Female,28,Sales,Entry,Bangalore,Graduate,30-11-2022,12-11-2022,Job Portal,675950,693088,12,Hybrid,No,No,17,4,2,5,25,Resigned,9,No,Personal,Higher Studies,
EMP0670,Female,36,Finance,Senior,Mumbai,Graduate,11-02-2024,04-02-2024,Job Portal,887224,847823,6,Onsite,Yes,No,31,2,1,7,45,Active,31,No,NA,NA,
EMP0671,Male,33,HR,Entry,Pune,Graduate,22-03-2023,28-02-2023,Agency,660709,625724,7,Remote,No,Yes,39,3,4,3,37,Resigned,18,No,Compensation,Salary Mismatch,
EMP0672,Male,29,Operations,Entry,Hyderabad,Postgraduate,08-05-2024,24-04-2024,Agency,783544,813313,4,Remote,No,No,32,3,1,0,8,Active,28,No,NA,NA,
EMP0673,Male,23,HR,Entry,Hyderabad,Graduate,05-02-2024,20-01-2024,Job Portal,584298,570179,2,Hybrid,Yes,Yes,23,5,5,7,9,Resigned,20,No,Career Growth,No Growth Opportunity,
EMP0674,Male,35,HR,Entry,Pune,Graduate,23-09-2022,08-09-2022,Campus,420091,421894,14,Remote,Yes,Yes,39,4,4,5,19,Active,32,No,NA,NA,
EMP0675,Female,38,Sales,Mid,Hyderabad,Postgraduate,03-03-2022,18-02-2022,Agency,510819,491446,12,Hybrid,No,No,6,5,2,5,25,Active,6,No,NA,NA,
EMP0676,Male,38,IT,Mid,Mumbai,Graduate,27-03-2023,15-03-2023,Job Portal,422023,384002,5,Remote,No,No,13,4,1,6,26,Active,14,No,NA,NA,
EMP0677,Female,36,Finance,Mid,Hyderabad,Postgraduate,17-03-2024,02-03-2024,Agency,769803,726007,2,Onsite,Yes,No,29,2,2,4,34,Resigned,20,No,Role Mismatch,No Role Clarity,
EMP0678,Female,38,IT,Senior,Pune,Graduate,11-10-2022,01-10-2022,Agency,615674,621440,2,Remote,Yes,Yes,16,2,2,9,43,Active,29,No,NA,NA,
EMP0679,Female,23,Finance,Senior,Delhi,Graduate,30-05-2024,16-05-2024,Campus,587686,609455,5,Hybrid,No,Yes,34,1,2,1,8,Active,34,No,NA,NA,
EMP0680,Male,32,Operations,Entry,Bangalore,Postgraduate,07-08-2023,29-07-2023,Job Portal,750289,793708,1,Hybrid,No,Yes,28,2,3,9,5,Active,23,No,NA,NA,
EMP0681,Male,30,IT,Mid,Bangalore,Graduate,05-11-2022,22-10-2022,Campus,362802,409456,5,Hybrid,Yes,No,27,4,1,4,29,Active,34,No,NA,NA,
EMP0682,Female,40,Operations,Senior,Hyderabad,Postgraduate,16-02-2024,11-02-2024,Job Portal,601984,643215,4,Remote,No,No,6,4,2,2,25,Resigned,24,No,Career Growth,No Growth Opportunity,
EMP0683,Female,37,Operations,Entry,Pune,Postgraduate,18-11-2022,22-10-2022,Job Portal,765655,812775,12,Hybrid,Yes,Yes,32,2,3,6,39,Resigned,14,No,Manager Issues,Lack of Feedback,
EMP0684,Male,25,Sales,Entry,Mumbai,Graduate,21-03-2023,26-02-2023,Agency,482583,484735,6,Remote,Yes,No,39,1,4,4,31,Active,17,No,NA,NA,
EMP0685,Male,28,Operations,Mid,Mumbai,Graduate,29-09-2022,05-09-2022,Job Portal,624301,583768,4,Onsite,No,Yes,39,2,1,2,28,Active,11,No,NA,NA,
EMP0686,Male,24,Finance,Mid,Pune,Graduate,12-01-2023,06-01-2023,Campus,525431,504954,10,Remote,No,No,28,2,4,8,39,Active,32,No,NA,NA,
EMP0687,Male,31,Sales,Mid,Mumbai,Postgraduate,27-07-2022,19-07-2022,Agency,873911,827134,11,Onsite,Yes,No,25,2,5,5,29,Active,27,No,NA,NA,
EMP0688,Male,32,Finance,Senior,Bangalore,Postgraduate,14-01-2022,07-01-2022,Campus,405509,424810,10,Hybrid,No,Yes,15,4,2,5,34,Resigned,19,No,Personal,Relocation,
EMP0689,Female,27,Sales,Senior,Delhi,Graduate,28-05-2024,12-05-2024,Referral,735079,730101,15,Onsite,Yes,Yes,13,5,2,2,19,Active,20,No,NA,NA,
EMP0690,Female,40,IT,Senior,Mumbai,Postgraduate,14-03-2022,23-02-2022,Campus,510481,505017,12,Onsite,Yes,No,22,2,4,7,21,Resigned,21,No,Role Mismatch,No Role Clarity,
EMP0691,Male,37,Operations,Senior,Hyderabad,Graduate,20-04-2022,04-04-2022,Referral,624744,620374,8,Onsite,Yes,No,14,5,1,7,24,Active,26,No,NA,NA,
EMP0692,Male,33,HR,Mid,Delhi,Postgraduate,06-06-2023,29-05-2023,Referral,696398,649270,5,Onsite,No,No,27,3,4,0,5,Active,32,No,NA,NA,
EMP0693,Male,29,IT,Senior,Delhi,Graduate,11-07-2023,21-06-2023,Campus,705911,710678,13,Remote,Yes,No,30,2,3,1,10,Active,30,No,NA,NA,
EMP0694,Male,34,HR,Entry,Delhi,Postgraduate,03-10-2023,28-09-2023,Referral,529200,551176,8,Hybrid,Yes,Yes,10,5,2,4,39,Resigned,3,Yes,Career Growth,No Growth Opportunity,
EMP0695,Female,25,Operations,Senior,Mumbai,Postgraduate,02-09-2023,05-08-2023,Job Portal,705069,734847,14,Onsite,Yes,Yes,40,1,3,9,22,Resigned,14,No,Manager Issues,Poor Manager Behavior,
EMP0696,Female,29,Finance,Mid,Mumbai,Postgraduate,27-01-2024,21-01-2024,Referral,695764,744591,7,Remote,Yes,Yes,14,2,4,7,31,Active,6,No,NA,NA,
EMP0697,Male,34,Sales,Entry,Delhi,Postgraduate,20-01-2022,06-01-2022,Job Portal,377584,347220,12,Hybrid,Yes,Yes,39,1,3,1,21,Active,7,No,NA,NA,
EMP0698,Female,35,Sales,Mid,Delhi,Graduate,14-01-2024,07-01-2024,Referral,688184,639229,14,Hybrid,Yes,Yes,22,5,1,3,42,Active,22,No,NA,NA,
EMP0699,Female,31,Operations,Senior,Mumbai,Graduate,13-06-2022,04-06-2022,Job Portal,767855,745435,1,Hybrid,Yes,No,13,5,3,10,25,Resigned,4,Yes,Manager Issues,Micromanagement,
EMP0700,Female,36,HR,Mid,Pune,Graduate,08-02-2023,15-01-2023,Referral,737807,710877,2,Onsite,No,Yes,37,2,1,3,9,Active,8,No,NA,NA,
EMP0701,Female,33,Finance,Senior,Delhi,Graduate,17-02-2022,03-02-2022,Agency,482612,444118,14,Remote,No,No,25,1,3,3,32,Active,18,No,NA,NA,
EMP0702,Female,34,Operations,Mid,Delhi,Graduate,22-10-2022,11-10-2022,Agency,637236,595735,1,Remote,No,Yes,28,4,5,7,29,Resigned,2,Yes,Personal,Relocation,
EMP0703,Male,36,HR,Entry,Pune,Graduate,09-02-2023,13-01-2023,Job Portal,615724,630841,2,Hybrid,No,Yes,30,1,3,8,11,Active,15,No,NA,NA,
EMP0704,Female,32,IT,Entry,Mumbai,Graduate,10-10-2022,12-09-2022,Job Portal,554877,551100,15,Onsite,Yes,Yes,16,4,1,1,35,Resigned,2,Yes,Role Mismatch,No Role Clarity,
EMP0705,Male,29,Sales,Mid,Hyderabad,Postgraduate,29-01-2024,02-01-2024,Job Portal,576724,584928,12,Hybrid,No,No,25,3,3,2,27,Resigned,16,No,Career Growth,Lack of Learning,
EMP0706,Female,39,Operations,Entry,Hyderabad,Graduate,21-04-2023,30-03-2023,Referral,893821,909145,14,Onsite,No,No,14,4,1,0,19,Active,26,No,NA,NA,
EMP0707,Male,23,Sales,Entry,Pune,Graduate,10-02-2023,22-01-2023,Agency,719405,723662,7,Onsite,Yes,No,15,5,4,4,29,Active,35,No,NA,NA,
EMP0708,Male,35,Finance,Mid,Mumbai,Postgraduate,15-08-2022,09-08-2022,Agency,768868,805296,3,Remote,No,Yes,34,5,5,2,31,Active,36,No,NA,NA,
EMP0709,Male,27,HR,Senior,Pune,Postgraduate,25-12-2023,17-12-2023,Job Portal,476541,516295,9,Onsite,No,Yes,33,1,3,9,40,Resigned,22,No,Career Growth,No Growth Opportunity,
EMP0710,Female,26,Finance,Senior,Pune,Postgraduate,29-05-2023,20-05-2023,Campus,793969,810520,11,Onsite,Yes,Yes,20,2,2,0,19,Active,20,No,NA,NA,
EMP0711,Male,40,HR,Mid,Delhi,Graduate,15-01-2024,26-12-2023,Agency,407554,402008,9,Remote,Yes,No,40,1,2,3,37,Active,10,No,NA,NA,
EMP0712,Male,31,Sales,Entry,Mumbai,Postgraduate,02-08-2022,03-07-2022,Referral,772418,796974,9,Remote,Yes,No,36,1,4,9,21,Active,14,No,NA,NA,
EMP0713,Female,30,Operations,Entry,Pune,Graduate,01-06-2024,04-05-2024,Agency,613961,650011,13,Hybrid,No,Yes,26,5,2,6,16,Active,6,No,NA,NA,
EMP0714,Female,24,Finance,Senior,Delhi,Graduate,28-12-2023,20-12-2023,Campus,809739,773191,8,Hybrid,Yes,No,30,5,3,8,18,Active,19,No,NA,NA,
EMP0715,Male,29,HR,Senior,Hyderabad,Postgraduate,03-01-2024,06-12-2023,Campus,814326,771134,11,Onsite,Yes,No,39,2,2,10,37,Active,24,No,NA,NA,
EMP0716,Female,34,Operations,Senior,Hyderabad,Graduate,23-08-2023,30-07-2023,Agency,680320,711668,2,Onsite,Yes,Yes,6,1,1,2,29,Active,20,No,NA,NA,
EMP0717,Male,31,Finance,Senior,Delhi,Graduate,01-04-2022,19-03-2022,Referral,584198,624016,1,Remote,No,No,29,4,3,0,28,Active,32,No,NA,NA,
EMP0718,Male,31,Sales,Mid,Mumbai,Graduate,13-02-2023,19-01-2023,Referral,808785,826450,9,Hybrid,Yes,No,7,3,5,4,8,Active,34,No,NA,NA,
EMP0719,Female,39,Operations,Senior,Delhi,Postgraduate,18-08-2023,08-08-2023,Referral,751558,781369,12,Hybrid,Yes,No,25,4,5,10,13,Resigned,9,No,Work Culture,Toxic Culture,
EMP0720,Male,27,IT,Mid,Delhi,Postgraduate,10-02-2022,30-01-2022,Agency,856685,896709,3,Onsite,No,Yes,18,1,1,1,10,Active,12,No,NA,NA,
EMP0721,Male,35,IT,Mid,Mumbai,Graduate,27-10-2022,28-09-2022,Campus,367512,324340,2,Remote,Yes,No,36,1,3,8,32,Active,31,No,NA,NA,
